Air_temp,age,sex,thermalsensation,thermalsensationacceptability,thermalpreference,thermalcomfort,clo,met,relativehumidity,airvelocity,BMI,outdoormonthlyairtemperature
34.2,45,Male,2,0,cooler,1,0.46,1.3,43.4,0.15,18.34323195,29.5
29.4,45,Male,0,1,cooler,6,0.43,1.1,36.2,0.17,25.23906123,29.5
33.5,55,Male,2,0,cooler,3,0.46,1.3,44.3,0.19,29.27783633,29.5
36.5,55,Male,0,1,no change,6,0.49,1.1,30.5,0.27,19.07696123,29.5
36.2,25,Female,2,1,cooler,4,0.47,1.2,30.2,0.3,20.15621063,29.5
36.6,55,Female,3,0,cooler,1,0.63,1.1,28.3,0.49,23.4375,29.5
37,45,Male,0,1,no change,4,0.55,1.3,26.9,0.41,27.51484793,29.5
35.3,45,Male,3,0,cooler,1,0.59,1.2,31.8,1.44,25.53210601,29.5
36.6,35,Male,2,0,cooler,6,0.55,1.1,28.2,0.46,20.56126561,29.5
36.9,55,Male,2,0,cooler,1,0.55,1.1,28.1,0.49,26.171875,29.5
37.2,45,Male,3,0,cooler,3,0.46,1.3,25.4,0.36,24.67351873,29.5
29.6,25,Male,0,1,cooler,6,0.55,1.2,59.5,0.42,27.88171257,29.5
28.6,55,Male,0,1,cooler,6,0.49,1.2,67.3,0.62,28.21869489,29.5
29.3,45,Male,1,0,cooler,1,0.55,1.1,65.9,0.24,21.93748875,29.5
29.3,25,Male,1,0,cooler,1,0.49,1.1,66.3,0.38,23.10808172,29.5
28.9,45,Male,-1,1,cooler,4,0.49,1.1,69.6,0.4,24.67351873,29.5
28.8,45,Male,0,1,cooler,6,0.55,1.1,67.8,0.47,23.91456998,29.5
28.6,35,Male,1,0,cooler,3,0.49,1.1,67.8,0.51,23.81935402,29.5
28.6,55,Male,-1,1,cooler,6,0.55,1.1,67.9,0.59,23.45041901,29.5
29.9,55,Female,0,1,cooler,6,0.63,1.1,61.3,0.66,16.40625,29.5
28,45,Male,0,1,cooler,6,0.49,1.1,36.3,0.13,23.12893796,29.5
29.5,45,Male,0,1,cooler,4,0.48,1.2,63.5,0.41,23.81935402,29.5
27.2,35,Male,-1,1,cooler,4,0.73,1.1,39.2,0.05,20.0220657,29.5
24.3,45,Male,-1,1,cooler,5,0.73,1.1,47.8,0.21,27.41212456,29.5
26.1,35,Male,0,1,cooler,6,0.73,1.3,41.9,0.17,25.390625,29.5
25.7,35,Male,-2,1,cooler,5,0.79,1.1,43.4,0.16,24.92011324,29.5
24.9,35,Male,-1,0,cooler,3,0.79,1.1,45.3,0.11,19.07217557,29.5
25.5,25,Male,0,1,cooler,5,0.79,1.3,46.9,0.12,22.79944302,29.5
24.7,35,Male,0,1,cooler,6,0.7,1.1,48.6,0.03,22.12814866,29.5
24.5,35,Male,-2,1,no change,6,0.72,1.1,46.2,0.16,22.14833292,29.5
23.6,35,Male,-2,1,cooler,5,0.64,1.1,49.9,0.33,21.22548572,29.5
26.8,25,Male,-1,1,no change,5,0.79,1.1,49.1,0.19,21.45829932,29.5
24.8,25,Male,-2,1,cooler,6,0.79,1.1,49.9,0.2,24.67351873,29.5
26.6,35,Male,-2,1,cooler,6,0.79,1.1,44.1,0.22,24.08063237,29.5
25.3,35,Male,-1,1,cooler,6,0.66,1.2,47.3,0.14,37.09259103,29.5
25.7,25,Male,0,1,cooler,5,0.79,1.1,46.2,0.03,21.53310145,29.5
25.7,25,Male,0,0,cooler,5,0.79,1.1,44.8,0.17,22.12814866,29.5
25.5,25,Male,1,1,cooler,5,0.79,1.3,44.9,0.12,31.14186851,29.5
24.9,35,Female,-1,0,cooler,6,0.53,1.4,46.3,0.15,23.78432855,29.5
24.9,25,Male,0,1,cooler,4,0.79,1.1,48.1,0.17,22.0721003,29.5
25.7,35,Female,2,1,cooler,6,0.57,1.2,46.6,0.1,20.96245906,29.5
25.5,35,Male,0,1,cooler,6,0.79,1.1,44.4,0.07,24.73146027,29.5
24.3,35,Female,0,1,cooler,6,0.59,1.1,43.4,0.34,27.00932225,29.5
24.1,25,Male,1,0,cooler,3,0.79,1.6,49.6,0.22,24.92011324,29.5
24.7,25,Male,0,1,cooler,5,0.73,1.1,45.9,0.08,23.85210838,29.5
25.8,25,Male,3,0,cooler,4,0.73,1.1,46.5,0.06,20.04632592,29.5
24.9,35,Male,-1,1,cooler,5,0.75,1.1,49.1,0.44,25.80645161,29.5
26,35,Male,-1,1,cooler,4,0.74,1.1,43.9,0.07,24.5851167,29.5
25.1,35,Male,0,1,no change,5,0.79,1.1,46,0.04,21.12301339,29.5
25.4,25,Female,2,1,cooler,6,0.65,1.1,47.4,0.03,15.500031,29.5
22.4,45,Male,0,1,no change,6,0.79,1.1,46,0.17,27.76812618,29.5
23.3,45,Male,-2,1,no change,6,0.79,1.1,50.1,0.09,28.39855185,29.5
24.1,35,Male,-2,1,no change,4,0.79,1.1,48.1,0.16,24.85497811,29.5
25.6,45,Male,1,0,no change,5,0.68,1.3,46.6,0.08,22.42810191,29.5
25.9,35,Male,-2,1,no change,6,0.73,1.6,46.8,0.14,22.83950617,29.5
26.7,45,Male,2,0,no change,4,0.79,1.1,43,0.04,28.48012941,29.5
27,45,Male,0,1,cooler,6,0.68,1.1,46.3,0.19,24.40604632,29.5
25.4,35,Male,0,1,cooler,4,0.62,1.2,51.4,0.33,27.76812618,29.5
25.1,25,Male,0,1,warmer,6,0.68,1.1,51.8,0.21,16.91886543,29.5
26.1,35,Male,-1,0,no change,6,0.74,1.1,58.1,0.2,22.79944302,29.5
26.1,25,Male,-2,0,no change,5,0.74,1.1,58.1,0.2,20.71248176,29.5
25.6,35,Male,0,1,warmer,6,0.74,1.1,48.9,0.05,20.04632592,29.5
25.1,35,Male,0,1,no change,6,0.74,1.3,50.8,0.16,19.52483706,29.5
25.9,25,Male,0,1,no change,6,0.74,1.1,49,0.11,23.72453724,29.5
26.5,25,Male,1,0,no change,5,0.74,1.3,45.6,0.05,26.48758822,29.5
25.6,25,Male,0,1,no change,6,0.64,1.1,46,0.04,24.6092588,29.5
24.4,25,Male,0,1,warmer,6,0.74,1.1,47.2,0.09,24.08063237,29.5
24.6,35,Male,0,1,no change,6,0.74,1.1,48.1,0.02,21.53310145,29.5
24.9,25,Male,0,1,no change,6,0.74,1.1,48.4,0.04,24.6092588,29.5
24.9,25,Female,-1,1,no change,6,0.53,1.1,48.4,0.04,25.34158183,29.5
24.7,25,Female,-1,1,no change,6,0.98,1.4,50.2,0.13,23.84620154,29.5
24.7,25,Female,0,1,no change,6,0.59,1.1,50.2,0.13,22.65625,29.5
24,35,Female,0,1,no change,5,0.62,1.1,51.1,0.16,27.00932225,29.5
25,25,Female,1,1,no change,4,0.77,1.3,48.6,0.03,23.84620154,29.5
25.4,25,Male,-2,1,no change,4,0.81,1.3,46.6,0.03,23.72453724,29.5
25.4,35,Male,0,1,no change,6,0.74,1.1,46.6,0.03,25.70816273,29.5
24,25,Male,-2,1,warmer,6,0.67,1.1,51.1,0.04,24.81115858,29.5
25,35,Male,0,1,no change,6,0.74,1.1,51.8,0.11,29.84044749,29.5
26,35,Male,0,1,no change,6,0.74,1.3,46.8,0.06,18.91162823,29.5
25.2,35,Male,1,1,no change,3,0.68,1.6,46.6,0.2,27.61664234,29.5
24.7,35,Male,0,1,no change,6,0.74,1.2,48.5,0.17,24.94679546,29.5
24.9,35,Male,-2,1,no change,6,0.74,1.3,47.5,0.1,22.4385219,29.5
25.5,25,Male,0,1,no change,6,0.68,1.1,43.6,0.08,23.11247226,29.5
25.5,25,Male,1,1,no change,4,0.74,1.5,43.6,0.08,23.09188292,29.5
24.4,25,Male,0,1,no change,5,0.68,1.1,47.8,0.11,17.33806324,29.5
26.3,25,Female,0,1,no change,6,0.56,1.4,49.3,0.07,23.4375,29.5
25.9,25,Male,0,1,no change,6,0.7,1.5,48.9,0.07,22.37874298,29.5
24.7,25,Male,-1,1,no change,6,0.68,1.1,48.8,0.17,25.60137037,29.5
24.7,25,Male,0,1,no change,6,0.74,1,48.8,0.17,18.98644161,29.5
25.7,25,Male,0,1,no change,4,0.74,1.1,47.8,0.05,23.14010515,29.5
25.6,25,Male,0,1,no change,4,0.74,1.7,48,0.08,25.14644451,29.5
25.6,25,Female,0,1,no change,6,0.59,1.1,48,0.08,17.578125,29.5
25.7,25,Male,0,1,no change,6,0.68,1.3,49.6,0.1,22.41990936,29.5
26.2,35,Male,-1,1,no change,6,0.74,1.1,48.2,0.2,25.98811809,29.5
26.2,35,Male,0,1,no change,6,0.68,1.1,48.2,0.22,24.6092588,29.5
24.9,25,Male,1,1,no change,4,0.74,1.1,51.4,0.09,22.69395388,29.5
24.9,35,Male,-1,1,no change,6,0.74,1.1,51.4,0.09,22.4385219,29.5
24.6,25,Male,0,1,no change,5,0.79,1.4,50.1,0.13,24.91687454,29.5
25.1,25,Male,0,1,no change,6,0.62,1.1,51.1,0.09,24.9898459,29.5
25.1,25,Male,0,1,no change,6,0.74,1.1,51.1,0.09,26.76256895,29.5
25.7,35,Male,0,1,no change,4,0.74,1.6,48.1,0.17,21.45829932,29.5
24.8,25,Male,-1,1,cooler,5,0.74,1.1,43.8,0.08,24.73146027,29.5
24.2,35,Male,-2,0,no change,2,0.68,1.1,45.4,0.13,20.78772746,29.5
24.4,35,Male,0,1,cooler,6,0.74,1.1,45.8,0.08,26.6049591,29.5
24.1,35,Male,0,1,no change,6,0.74,1.1,45.3,0.28,23.87511478,29.5
24.7,55,Male,0,1,cooler,6,0.74,1.1,45.4,0.14,23.85210838,29.5
26.9,35,Male,1,1,no change,5,0.74,1.1,41.7,0.19,24.16456205,29.5
26.5,35,Male,0,1,no change,6,0.68,1.2,46.4,0.09,23.45041901,29.5
26.7,35,Male,1,1,cooler,5,0.74,1.1,45.2,0.1,25.53210601,29.5
26.6,45,Male,0,1,cooler,5,0.68,1.1,44.7,0.1,27.88171257,29.5
26.6,25,Male,0,1,cooler,6,0.74,1.3,45.2,0.06,37.24840849,29.5
26.5,35,Male,0,1,no change,6,0.74,1.1,43.9,0.1,29.28725559,29.5
26.6,55,Male,0,1,no change,6,0.74,1.1,45.9,0.14,17.93592749,29.5
26.8,35,Male,1,0,no change,6,0.74,1.4,43.9,0.08,26.70012133,29.5
26.7,35,Male,1,0,no change,6,0.74,1.3,43.4,0.07,18.91162823,29.5
26.1,25,Male,0,1,cooler,6,0.74,1.1,47.5,0.12,18.34323195,29.5
26,35,Male,0,1,no change,6,0.74,1.3,47.9,0.09,18.5485952,29.5
27.5,35,Male,0,1,no change,6,0.74,1.1,43.5,0.18,18.91162823,29.5
25.8,35,Male,0,1,no change,6,0.68,1.3,46.4,0.1,23.4375,29.5
25.9,35,Male,0,1,cooler,5,0.68,1.1,45.5,0.14,22.4641571,29.5
25.3,35,Male,0,1,no change,6,0.68,1.6,46.6,0.22,28.46944469,29.5
24.5,35,Male,0,1,no change,6,0.68,1.6,47.1,0.1,24.92011324,29.5
24.7,25,Male,0,1,no change,6,0.68,1.4,48.8,0.09,24.57993082,29.5
25.9,25,Female,2,0,cooler,6,0.59,1.1,47.5,0.15,21.93748875,29.5
26,25,Male,0,1,no change,5,0.74,1.4,44.7,0.13,28.1241278,29.5
25.5,25,Male,0,1,cooler,6,0.68,1.1,46.2,0.09,23.66143862,29.5
24.6,35,Male,0,1,no change,6,0.74,1.4,45.7,0.24,25.40923061,29.5
25.3,25,Male,0,1,warmer,6,0.74,1.1,46.3,0.09,19.78287711,29.5
24.8,35,Male,0,1,no change,6,0.74,1.9,46.6,0.15,25.20018614,29.5
24.8,35,Male,0,1,cooler,6,0.74,1.7,45.7,0.1,28.49930378,29.5
25.3,25,Male,1,0,no change,3,0.74,1.9,48.3,0.18,22.09331387,29.5
25.6,25,Male,2,0,no change,3,0.74,1.9,47.9,0.06,30.42184965,29.5
26,25,Male,2,0,cooler,2,0.68,1.9,48.2,0.08,26.68394398,29.5
26,25,Male,2,0,no change,3,0.74,1.3,47.5,0.11,22.72043837,29.5
26.1,25,Female,0,1,no change,5,0.63,1.9,45.4,0.11,25.68052473,29.5
27,25,Male,0,1,no change,6,0.74,1.9,44.8,0.07,22.4385219,29.5
28.7,45,Male,3,0,no change,6,0.74,1.6,41.8,0.35,35.15625,29.5
25.9,35,Male,0,1,no change,6,0.74,1.1,44.2,0.18,21.36009706,29.5
24.2,35,Male,2,0,warmer,3,0.69,1.4,47.7,0.16,23.72453724,29.5
24,35,Male,0,1,no change,5,0.74,1.4,47.8,0.12,23.42980447,29.5
23.9,55,Male,0,1,no change,6,0.74,1.2,48.6,0.24,32.52800056,29.5
24,25,Male,3,0,no change,2,0.74,1.7,50.9,0.08,22.09331387,29.5
25.1,25,Male,1,0,no change,6,0.74,1.1,49.1,0.15,28.46944469,29.5
25.2,45,Male,1,0,no change,4,0.74,1.5,47.3,0.11,26.20307382,29.5
25.4,25,Male,0,1,no change,5,0.74,1.5,46.2,0.17,20.08827524,29.5
24.5,35,Male,1,0,no change,4,0.74,1.6,47.4,0.13,24.92011324,29.5
26.9,25,Female,0,1,no change,6,0.59,1.1,42.9,0.2,23.04435254,29.5
24.3,45,Female,0,1,no change,6,0.57,1.1,43.9,0.15,23.3391584,29.5
24.6,25,Male,0,1,no change,6,0.68,1.1,45.6,0.15,21.15190681,29.5
24,25,Male,0,1,no change,6,0.74,1.1,43.6,0.16,26.92622628,29.5
23.5,55,Female,0,1,no change,6,0.57,1.1,44.9,0.23,22.1718317,29.5
23,35,Male,0,1,warmer,6,0.74,1.1,48.7,0.18,20.02845236,29.5
23.9,25,Male,1,0,cooler,4,0.74,1.3,49.5,0.21,20.0220657,29.5
24.1,25,Female,0,1,no change,6,0.57,1.6,49.6,0.16,19.75308642,29.5
24.2,35,Male,1,0,no change,5,0.74,1.1,46.1,0.16,26.88780888,29.5
23.6,35,Male,0,1,no change,6,0.74,1.1,46.6,0.13,26.47627952,29.5
26,25,Female,0,1,no change,6,0.58,1.2,45.8,0.09,18.34323195,29.5
24.5,25,Male,-1,1,no change,5,0.7,1.1,48.8,0.2,26.47627952,29.5
24.2,25,Female,0,1,no change,6,0.63,1.1,50,0.17,27.34375,29.5
24,25,Female,-1,1,no change,4,0.57,1.1,49.2,0.16,21.52782083,29.5
24,25,Male,0,1,warmer,6,0.7,1.3,50,0.19,23.4793369,29.5
22.4,35,Male,-2,1,no change,6,0.64,1.1,53.2,0.13,23.046875,29.5
23,55,Male,0,1,no change,6,0.7,1.1,54.1,0.18,24.40604632,29.5
23.1,35,Male,0,1,no change,6,0.64,1.1,53.8,0.16,24.85497811,29.5
24.1,35,Male,0,1,no change,6,0.7,1.2,50.9,0.09,20.17755515,29.5
24.1,45,Male,-1,1,no change,6,0.7,1.1,49.1,0.07,23.81935402,29.5
24.3,25,Male,-2,1,warmer,6,0.7,1.3,48.5,0.11,20.24493845,29.5
24.7,35,Male,-2,1,no change,6,0.64,1.1,49,0.03,32.85802083,29.5
24.4,35,Male,-1,1,no change,6,0.7,1.2,50,0.16,31.75913869,29.5
24.3,35,Male,-2,1,no change,6,0.64,1.1,50,0.16,26.41425401,29.5
23.9,35,Male,-2,1,no change,6,0.7,1.1,50.9,0.09,23.47001488,29.5
25.4,35,Female,-1,1,no change,6,0.57,1.1,47,0.02,23.45041901,29.5
25.8,35,Male,0,1,no change,6,0.64,1.1,48.1,0.07,19.68740704,29.5
25.9,35,Male,0,1,no change,5,0.64,1.2,48.3,0.07,32.04014559,29.5
27,25,Male,-1,0,no change,6,0.64,1.3,45.6,0.07,20.71248176,29.5
27.5,25,Male,0,0,no change,4,0.64,1.3,45.7,0.14,22.69395388,29.5
27.3,35,Male,1,0,no change,3,0.64,1.1,45,0.08,26.48758822,29.5
26.4,25,Male,1,1,no change,5,0.64,1.1,47,0.13,24.85497811,29.5
26,25,Female,0,1,no change,4,0.56,1.1,50.9,0.11,21.52782083,29.5
26.8,55,Male,-1,1,no change,5,0.7,1.1,49,0.1,24.92011324,29.5
27,25,Male,-2,1,no change,6,0.7,1.1,47.6,0.07,29.27783633,29.5
27.5,35,Male,1,0,no change,3,0.7,1.1,44.6,0.1,26.70012133,29.5
27.5,25,Male,0,0,no change,4,0.64,1.2,44.9,0.12,22.12814866,29.5
27.8,35,Male,0,1,no change,6,0.64,1.1,45.1,0.06,25.38228817,29.5
27.5,45,Male,0,1,no change,4,0.64,1.1,45.2,0.08,21.45829932,29.5
28.2,45,Male,-2,1,no change,6,0.7,1.1,44.5,0.28,27.88171257,29.5
25.4,25,Male,-2,1,no change,5,0.7,1.3,50.7,0.3,29.10209902,29.5
25.1,25,Female,-2,1,no change,6,0.59,1.1,49.2,0.17,22.08884634,29.5
25.4,25,Male,0,1,no change,6,0.7,1.3,49.4,0.18,22.79944302,29.5
24.5,35,Male,-2,1,no change,6,0.7,1.1,50.1,0.15,27.51484793,29.5
25.6,35,Male,-2,1,no change,6,0.7,1.1,48.4,0.15,19.07696123,29.5
26.6,35,Male,1,0,no change,5,0.69,1.1,47.4,0.11,26.03311608,29.5
24.8,45,Male,-3,1,no change,6,0.7,1.1,46.8,0.11,25.93882739,29.5
26.9,35,Male,1,0,no change,3,0.7,1.2,40.2,0.09,28.15311753,29.5
25.7,25,Male,-2,0,no change,3,0.7,1.2,42.8,0.1,24.20688414,29.5
26.2,35,Male,1,0,warmer,4,0.7,1.4,42.1,0.03,21.40289781,29.5
25.2,25,Male,-1,1,no change,6,0.64,1.2,42.7,0.08,25.54539417,29.5
24.4,35,Male,-1,1,no change,6,0.64,1.1,44.5,0.11,20.17755515,29.5
26,45,Male,1,0,warmer,5,0.7,1.1,42.8,0.08,26.1832197,29.5
25.3,25,Male,-2,1,no change,6,0.64,1.1,42.5,0.11,22.04448853,29.5
24.8,35,Male,-1,1,warmer,5,0.7,1.1,44,0.14,23.14010515,29.5
25.6,25,Male,0,1,no change,5,0.7,1.3,42.1,0.02,26.70012133,29.5
29.7,55,Female,1,1,no change,6,0.86,1.2,74.6,0.17,32.24993701,29.5
30.1,35,Female,0,1,no change,6,0.9,1.1,73.8,0.41,26.20307382,29.5
30.2,25,Female,0,1,no change,6,0.59,1.3,74.2,0.38,26.47627952,29.5
30.8,25,Male,0,1,no change,6,0.7,1.1,72.9,0.99,17.8977673,29.5
30.3,25,Female,0,1,no change,6,0.9,1.1,76.6,0.86,19.31870117,29.5
30.1,25,Male,0,1,no change,6,0.67,1.1,78.3,0.41,23.14010515,29.5
30.3,45,Male,0,1,no change,6,0.61,1.1,77,0.37,24.5851167,29.5
30.1,55,Male,0,1,no change,6,0.8,1.1,78.2,0.79,24.91687454,29.5
27.6,25,Female,0,1,no change,6,0.9,1.1,83.4,0.33,20.96245906,29.5
29.2,25,Female,0,1,no change,6,0.9,1.1,77,0.47,19.37503875,29.5
29.9,55,Male,-0.5,1,warmer,6,0.7,1.1,75.7,0.58,26.47627952,29.5
30.2,65,Male,0,1,no change,6,0.64,1.2,74.9,0.4,23.84620154,29.5
30.4,25,Female,-1,1,no change,6,0.6,1.1,74.3,0.5,19.07696123,29.5
30.6,45,Female,-1,1,no change,6,0.59,1.1,73.2,0.54,32.04270937,29.5
30.5,55,Female,-1,1,warmer,6,0.9,1.1,70.9,0.28,28.36744235,29.5
29.3,35,Female,-1,1,no change,6,0.86,1.1,78,0.74,23.38120433,29.5
29.3,65,Male,-1,1,no change,6,0.64,1.1,78.8,1.43,18.14058957,29.5
29,45,Male,0,1,no change,4,0.64,1.1,83.4,1.38,22.14290143,29.5
29.2,55,Male,1,1,no change,6,0.64,1.1,82,0.47,25.38228817,29.5
29.4,55,Male,0,1,warmer,6,0.64,1.1,81.2,0.65,23.07118013,29.5
29.5,55,Male,0,1,no change,6,0.7,1.1,81,1.28,24.5851167,29.5
29.1,55,Male,0,1,no change,6,0.64,1.1,79.2,0.42,24.18745276,29.5
29.6,25,Female,0,1,no change,6,0.57,1.2,79.6,0.39,16.0200728,29.5
30.1,35,Male,-1,1,no change,6,0.49,1.2,77.2,0.27,24.99370118,29.5
29.3,35,Male,0,1,no change,6,0.52,1.1,80.6,0.32,21.52782083,29.5
29.4,55,Male,0,1,no change,6,0.49,1.1,80.4,0.51,19.53125,29.5
29.4,25,Male,-1,1,no change,6,0.61,1.3,79.9,1.03,24.50894577,29.5
29.4,35,Male,0,1,no change,6,0.52,1.1,79.4,0.58,24.18745276,29.5
29.6,45,Male,1,1,no change,6,0.61,1.1,78.8,1.84,20.0220657,29.5
29.6,35,Male,0,1,no change,6,0.61,1.1,79.1,0.57,22.01187834,29.5
29.4,55,Male,0,1,warmer,6,0.67,1.4,78.8,0.46,31.000062,29.5
29.2,55,Male,0,1,no change,6,0.61,1.3,80.4,0.72,26.85451209,29.5
29.3,25,Male,-1,1,warmer,6,0.68,1.4,79.8,0.38,20.3125,29.5
30.1,45,Male,0,1,no change,6,0.67,1.1,76.8,0.45,21.40289781,29.5
30.1,35,Male,0,1,no change,6,0.67,1.3,77.8,0.85,19.78186968,29.5
29.8,65,Male,0,1,warmer,6,0.64,1.3,78.2,0.43,17.80008088,29.5
29.8,55,Male,1,1,no change,5,0.52,1.6,75.4,0.56,23.4375,29.5
29.8,25,Male,-0.5,1,warmer,5,0.52,1.1,76,0.52,24.99370118,29.5
29.5,55,Male,0,1,no change,6,0.46,1.1,77.1,0.43,30.84630527,29.5
29.4,55,Male,0,1,warmer,6,0.59,1.3,78,0.36,27.51484793,29.5
29,35,Male,1,0,warmer,3,0.67,1.1,78.9,0.12,19.66809336,29.5
29.1,55,Male,-0.5,1,no change,5,0.67,1.7,77.8,0.49,19.58008897,29.5
29.4,35,Male,-0.5,1,no change,5,0.79,1.7,76.5,0.44,24.8015873,29.5
30,35,Male,0.5,1,no change,5,0.61,1.1,75.5,0.78,28.21869489,29.5
28.3,25,Male,0,1,no change,6,0.56,1.1,82.9,0.61,21.40289781,29.5
29.7,55,Male,0,0,no change,4,0.74,1.2,75.6,0.52,30.25860517,29.5
30,55,Male,0,1,no change,4,0.74,1.3,74.4,0.46,25.15589569,29.5
29.7,55,Male,0,1,no change,3,0.74,1.4,77.9,1.01,28.48012941,29.5
30,25,Male,0,1,no change,5,0.67,1.1,76.2,0.42,21.09375,29.5
29.7,65,Male,-1,1,cooler,4,0.65,1.4,68.6,0.71,23.2500465,29.5
30.2,35,Male,1,0,no change,4,0.65,1.4,67.5,0.05,22.01187834,29.5
30.3,45,Male,-1,1,cooler,5,0.71,1.4,65.7,0.5,25.390625,29.5
30,55,Male,-1.5,1,no change,6,0.65,1.6,66.9,0.16,26.20307382,29.5
30,45,Male,-0.5,1,no change,6,0.71,1.3,67,0.57,23.84620154,29.5
30,45,Male,-1,1,no change,5,0.65,1.4,68.1,0.21,23.19109462,29.5
29.7,35,Male,-0.5,1,no change,3,0.72,1.4,69.1,0.17,27.88518739,29.5
30,45,Female,-0.5,1,cooler,3,0.9,1.4,67.9,0.15,18.91162823,29.5
29.9,45,Female,-0.5,1,no change,5,1.05,1.5,68.7,0.24,27.14798329,29.5
29.8,55,Male,-0.5,1,no change,4,0.76,1.1,67.6,0.29,26.47627952,29.5
29.8,35,Male,0,1,no change,3,0.78,1.4,67.5,0.94,21.484375,29.5
29.9,35,Female,-1,1,no change,3,1.05,1.6,67.8,0.49,26.70012133,29.5
30,35,Male,0,1,warmer,5,0.61,1.6,64.5,0.46,20.17755515,29.5
30.2,55,Male,0,1,warmer,5,0.7,1.5,66.4,0.87,28.15311753,29.5
29.1,35,Male,0,1,no change,5,0.61,1.7,79.1,0.65,26.85451209,29.5
29,45,Male,0,1,warmer,5,0.55,1.4,77.6,0.34,21.79358524,29.5
29.3,55,Male,-1,0,no change,3,0.61,1.4,77.2,0.33,24.85497811,29.5
29.5,55,Male,-1,0,cooler,3,0.77,1.6,76,0.27,17.44407927,29.5
29.6,35,Female,-1,1,warmer,3,1.05,1.4,76.5,0.29,20.3125,29.5
29.6,55,Male,-0.5,1,warmer,5,0.67,1.4,76.8,0.61,25.71981439,29.5
28.6,45,Male,0,1,warmer,6,0.61,1.4,76.4,0.69,25.68052473,29.5
29.2,55,Female,-0.5,1,warmer,5,1.05,1.4,80.7,0.28,24.97227217,29.5
29.6,55,Male,-1,0,no change,3,0.77,1.4,77.1,0.29,24.02380867,29.5
29.7,45,Male,0,0,cooler,3,0.86,1.4,76.5,0.35,23.10439052,29.5
29.1,45,Male,0,1,no change,5,0.84,1.4,77.2,0.67,19.43058811,29.5
29,55,Female,0,1,no change,5,0.9,1.4,79.8,0.42,24.92011324,29.5
29.2,65,Male,0,0,no change,5,0.86,1.5,78.2,0.46,20.42455849,29.5
28.7,45,Female,0,1,warmer,3,1.05,1.4,75,0.8,24.56411162,29.5
29.9,55,Female,0.5,0,no change,4,0.9,1.4,76,0.25,24.18745276,29.5
30.2,35,Female,1,1,no change,3,0.9,1.4,74.8,0.2,23.04435254,29.5
30.4,55,Male,0,1,no change,5,0.71,1.4,74.8,0.26,23.4375,29.5
30.4,55,Male,-1,0,no change,5,0.77,1.4,74.5,0.62,22.74560762,29.5
30.6,35,Male,0,1,warmer,5,0.61,1.4,74.2,0.54,20.80279105,29.5
30.7,55,Male,0.5,0,no change,5,0.61,1.7,74.9,0.26,27.34375,29.5
30.7,55,Male,0,1,no change,6,0.46,1.4,74.8,0.29,20.54441979,29.5
31,25,Female,-1,1,no change,6,0.53,1.2,70.9,0.32,19.53125,29.5
30.7,45,Male,1,0,warmer,2,0.7,1.1,73.9,0.52,21.79358524,29.5
30.6,55,Male,-1,1,warmer,5,0.67,1.1,73.4,1.19,20.80279105,29.5
30.5,55,Male,1,0,no change,2,0.74,1.1,73.5,0.26,21.55925618,29.5
30.5,45,Male,1,0,no change,3,0.61,1.1,73.3,0.28,28.1241278,29.5
29.6,25,Male,-1,1,warmer,6,0.67,1.4,76.8,0.47,19.37503875,29.5
28.4,55,Male,-1,1,warmer,6,0.61,1.1,81.4,0.46,23.84620154,29.5
29.8,55,Male,0,1,warmer,4,0.61,1.1,76.6,0.3,26.5625,29.5
30.8,25,Female,1,0,no change,5,0.57,1.1,73.5,0.57,21.46225695,29.5
31.2,45,Male,-1,1,warmer,6,0.74,1.4,72.7,0.57,20.71248176,29.5
31.4,35,Male,0,1,warmer,6,0.74,1.4,72.6,0.61,23.4375,29.5
31.2,25,Female,0,1,no change,5,0.63,1.4,73.4,0.61,20.83853428,29.5
29.3,65,Male,0,1,no change,6,0.67,1.1,75.5,0.7,28.16401785,29.5
29.2,45,Male,-1,0,no change,6,0.61,1.4,78.3,0.3,29.34917112,29.5
29.1,65,Male,0,1,no change,6,0.67,1.1,79,1.13,20.54441979,29.5
29.4,45,Male,-1,1,no change,6,0.74,1.4,77.3,0.59,23.14010515,29.5
28.3,35,Male,0,1,no change,6,0.68,1.1,81.8,0.4,25.34158183,29.5
28.5,55,Female,-1,1,no change,6,0.63,1.1,81.8,0.35,32.24993701,29.5
27.7,55,Male,-1,1,cooler,6,0.67,1.1,55.3,0.19,23.45041901,29.5
28.6,35,Female,-1,1,cooler,6,0.57,1.4,79.9,0.94,27.61097722,29.5
28.7,65,Female,-1,1,no change,6,0.78,1.1,80.5,0.57,27.34375,29.5
29.8,45,Male,0,1,cooler,6,0.61,1.4,76.9,0.49,25.98811809,29.5
28.1,55,Female,0,1,cooler,6,0.57,1.1,83.4,0.23,20.02669336,29.5
28.1,45,Male,1,0,cooler,2,0.73,1.1,84.8,0.2,22.14290143,29.5
28.2,45,Male,0,0,cooler,3,0.74,1.1,83.1,0.18,25.68052473,29.5
28,55,Female,-1,1,cooler,6,0.57,1.1,86.8,0.27,23.2500465,29.5
28.5,55,Male,-1,0,cooler,5,0.74,1.1,84.4,0.38,23.84620154,29.5
28.5,45,Male,0,0,cooler,3,0.68,1.1,84.4,0.38,24.5851167,29.5
