TMP,AGE,CLO,MET,RH,AV,BMI,OTMP,SEX,TS
26.7,45,0.67,1.1,34.2,0.02,21.81934975,18.5,Male,0
21.9,45,0.84,1.1,78.9,0.02,20.02845236,18.5,Male,0
26.8,25,0.57,1.1,58.3,0.31,14.67458556,38.1,Female,1
22.8,45,1.78,1.5,30,0.04,21.93748875,8.5,Male,-1
25.8,35,0.7,1.3,57.7,0.23,28.46944469,30.9,Male,0
27,55,0.7,1.1,40.4,0.01,24.59057697,18.5,Male,0
27.6,25,0.79,1.1,63.2,0.06,25.63211647,30.9,Male,0
25,25,0.59,1.1,67.2,0.14,17.80008088,30.8,Female,-1
26.1,35,0.84,1.4,44.3,0.05,28.21869489,29.9,Male,0
23.7,25,0.6,1.1,55.9,0.05,23.04435254,30.9,Female,-1
25.4,25,0.64,1.4,55.2,0.02,25.38228817,29.5,Male,-1.5
29.9,55,0.7,1.1,75.7,0.58,26.47627952,29.5,Male,-0.5
24.1,35,0.73,1.2,52.9,0.05,22.79944302,30.9,Male,0
27.2,35,0.71,1.3,61.5,0.14,27.51484793,30.9,Male,0
24.8,25,0.59,1.1,58.1,0.1,22.38893367,30.9,Female,1
28.7,55,0.63,1.1,59.3,0.34,30.04715973,30.8,Female,0
30.7,55,0.42,1.1,72.7,1.44,28.36744235,30.9,Female,0
29.5,55,0.7,1.1,58,0.15,26.82287414,30.8,Male,3
23.5,35,0.68,1.1,53.1,0.14,24.14058673,30.9,Male,0
27.9,35,0.7,1.7,57.5,0.27,16.95315891,30.8,Male,0
28,55,0.55,1.1,45,0.09,21.40289781,18.5,Male,1
24.5,55,0.94,1.9,32.7,0.02,23.72453724,21.3,Male,0
29.8,55,0.61,1.1,76.6,0.3,26.5625,29.5,Male,0
25.1,55,1.06,1.1,27.3,0.05,26.953125,21.3,Male,-1
25.1,25,0.57,1.8,52.5,0.14,29.296875,29.9,Female,3
24.9,25,0.54,1.1,31.6,0.09,29.37758264,21.3,Male,0
27,35,0.63,1.1,48,0.19,23.27397307,29.9,Male,0
24.5,45,0.75,1.6,34,0.11,19.2898608,21.3,Male,-1
24.6,25,0.58,1.1,78.2,0.1,20.80279105,38.1,Female,0
26.3,25,0.57,1.1,69.4,0.01,21.20080434,30.8,Female,0
26.1,35,0.68,1,67.4,0.49,26.88780888,30.8,Male,-2
19.5,45,1.74,1.3,51.2,0.05,19.99502278,15.5,Male,0
23.6,35,0.57,1.9,44.8,0.08,21.15190681,30.8,Female,0
21.5,45,0.88,1.1,83.7,0,26.34411971,18.5,Male,0
23.3,45,1.02,1.4,31.9,0.13,19.07696123,21.3,Male,1
26,25,1.33,1.1,46.3,0.19,20.91128443,21.3,Male,0
26.7,25,0.74,1.3,70,0.13,23.37879586,38.1,Male,0
24.1,35,0.47,1.1,43.7,0.07,27.99303189,21.3,Male,-2
25,25,0.58,1.1,73.3,0.06,27.77427093,38.1,Male,-1.5
31.7,55,0.74,1.1,58.9,0.64,20.29209221,30.9,Male,1
26.3,55,0.74,1.4,72.8,0.34,25.71981439,30.8,Male,0
30.2,25,0.78,1.1,74.3,0.33,22.69395388,29.5,Male,1
23.6,25,1.21,1.1,42.4,0.09,24.94679546,15.5,Male,0
21.7,25,1.61,1.3,25.7,0.13,26.88780888,8.5,Male,0
24.6,25,0.64,1.2,64.7,0.04,22.01187834,30.8,Male,0
24.5,25,1.26,1.4,46.7,0.1,23.04435254,21.3,Female,-2
34.4,25,0.42,1.4,49.3,0.69,21.875,38.1,Female,0
26.8,55,0.81,1.4,44.2,0.06,32.24993701,29.9,Male,0
24.8,25,0.62,1.1,49,0.18,22.31572131,29.5,Female,-1
26.1,55,0.87,1.1,70.1,0.02,27.55561067,30.8,Female,1
26.1,25,0.78,1.1,66.5,0.06,26.14733748,30.8,Male,2
26.5,25,0.57,1.1,38.7,0,21.36009706,18.5,Female,1
17.5,25,1.45,1.3,53,0.07,25.40923061,15.5,Male,-1
37,45,0.79,1.1,38.8,0.45,26.09804696,29.5,Male,3
23.4,45,0.7,1,75.6,0,24.40604632,18.5,Male,0
27.3,25,0.59,1.3,63,0.49,17.7154195,30.8,Female,0
20,65,0.74,1.5,79,0.03,22.4385219,18.5,Male,0
30.6,35,0.74,1.3,45,0.52,23.14010515,30.9,Male,0
24.2,45,0.68,1.1,27.4,0.04,22.31572131,21.3,Male,0
29.7,55,0.74,1.2,75.6,0.52,30.25860517,29.5,Male,0
29.4,45,0.61,1.1,75.5,0.39,28.515625,29.5,Male,0.5
27.4,25,0.57,1.6,61.5,0.28,17.33434114,38.1,Female,0
20.6,45,1.04,1.4,83.5,0.02,29.71603576,18.5,Male,0
22.9,55,0.7,1.1,74.8,0.03,23.47414599,18.5,Male,0
25.1,25,0.74,2,67.2,0.2,25.22449027,30.8,Male,0
23.9,45,0.8,1.4,24.6,0.05,23.3391584,21.3,Female,-1
16.5,25,1.4,1.3,59.1,0.1,19.34996221,15.5,Male,-2
31.1,45,0.38,1.2,72.5,0.65,23.13472895,30.9,Female,0
25.8,55,0.42,1.5,52.1,0.19,24.94679546,18.5,Female,1
27.8,45,0.67,1.1,32.2,0.1,27.05090981,18.5,Female,2
25.8,45,0.7,1.1,54.7,0.12,29.28725559,29.5,Male,0
25,55,0.78,1.1,52.9,0.04,22.4385219,18.5,Male,0
26.3,35,0.49,1.2,41.9,0.26,22.4996371,30.9,Male,-1
27.2,55,0.66,1.6,58.1,0.03,28.99747446,30.9,Male,0
25.3,25,0.64,1.1,62.6,0.13,20.24493845,38.1,Male,0
25,35,0.78,1.1,51.2,0.05,21.79358524,18.5,Male,0
28.6,35,0.58,1.3,83.3,0.47,24.56411162,29.5,Male,0
30.7,45,0.7,1.1,73.9,0.52,21.79358524,29.5,Male,1
24.8,55,1,1.1,26.9,0.09,28.48240833,21.3,Female,0
25.1,25,0.72,1.1,64.5,0.32,24.69135802,30.8,Male,0
29.7,25,0.57,1.1,73.8,0.43,18.91162823,38.1,Female,0
23.3,25,0.64,1.1,23.4,0.03,27.68541615,21.3,Male,-1
24.5,45,0.7,1.7,54.1,0.14,28.74567491,29.5,Male,-0.5
25,35,0.64,1.1,50.4,0.1,25.68052473,29.5,Male,0
33.5,55,0.7,1.1,39.2,0.18,23.828125,29.5,Male,0
27.2,55,1,1.1,43.9,0.09,23.84620154,18.5,Male,1
24.4,25,0.74,1.1,47.2,0.09,24.08063237,29.5,Male,0
28.2,25,0.71,1.3,42.2,0.13,16.67082743,29.9,Female,0
24.3,55,0.62,1,32,0.12,26.5625,21.3,Male,-1
16,55,1.62,1.2,23.5,0.03,32.24993701,8.5,Female,-1
25.2,25,1.09,1.1,44.7,0.09,25.14644451,15.5,Male,0
18.1,45,1.37,1.1,57.4,0.02,24.92011324,15.5,Female,-1
23.9,25,0.89,1.4,43.1,0.04,29.10209902,15.5,Male,1
17.8,45,1.81,1.4,52.8,0.09,24.16456205,15.5,Male,-1
25,25,0.57,1.3,67.9,0.09,21.64412071,30.8,Female,0
26.4,35,0.49,1.3,52.7,0.13,37.57762747,21.3,Male,0
25.1,35,0.66,1.1,40.8,0.02,23.87511478,21.3,Male,-3
29.3,55,0.61,1.1,77.9,0.43,27.98920978,29.5,Male,0
26,25,0.64,1.1,65,0.37,24.14058673,38.1,Male,-1
26.9,25,0.9,1.1,65.4,0.31,21.05768979,30.8,Male,0
23.7,25,0.64,1.5,64.2,0.15,25.89060219,38.1,Male,1
35.7,25,0.42,1.7,47.9,0.36,22.1718317,38.1,Female,3
30.1,45,0.52,1.1,75.2,0.96,20.54441979,29.5,Male,0
24.5,35,0.74,1.3,52,0.04,25.62250022,30.9,Male,0
25.2,25,0.64,1.3,54.6,0.11,23.14010515,29.5,Male,0
24.9,25,0.7,1.3,67.7,0.23,18.98644161,30.8,Male,-2
24.5,45,0.49,1.1,43.1,0.11,20.9099159,21.3,Male,0
24.3,55,0.71,1.2,32,0.01,32.29173125,21.3,Female,-1
25.6,45,0.74,1.1,63.9,0.03,21.19391994,30.8,Male,1
24.6,35,0.49,1.4,45.8,0.02,27.61664234,18.5,Male,0
23.9,55,1.22,1.1,24.7,0.14,29.34917112,21.3,Male,-1
21.8,45,0.52,1.1,78.7,0,19.34996221,18.5,Female,-1
26.7,35,0.58,1,47.8,0.16,24.65590962,21.3,Male,0
26.1,55,0.77,1.1,44.2,0.04,20.15621063,18.5,Male,0
26.8,25,0.46,1.2,37.8,0.02,20.15621063,21.3,Female,0
28.2,25,0.78,1.3,64.7,0.02,22.78372993,30.8,Male,1
23.5,45,0.68,1.1,32.4,0.14,22.4385219,21.3,Male,-1
29.2,45,0.63,1.2,58.7,0.29,19.53125,30.8,Female,1
23.3,35,0.58,1.6,56.4,0.12,21.71806609,30.9,Male,-0.5
35.4,25,0.57,1.3,47.9,0.81,20.15621063,38.1,Female,3
25.8,25,0.71,1.1,65.9,0.19,19.75308642,30.8,Female,-2
27.1,25,0.57,1.1,58.9,0.12,21.23057202,38.1,Female,1
29.2,45,0.61,1.4,77.6,0.29,24.94679546,29.5,Male,0
25.4,35,0.7,1.5,61.7,0.03,22.14290143,30.8,Male,1
25.9,35,0.75,1.4,64.5,0.12,24.9898459,30.9,Male,-0.5
23.3,25,0.88,1.4,41.3,0.08,25.31366009,15.5,Female,0
22.5,45,0.64,1.7,78.9,0,24.56411162,18.5,Male,0
24.3,35,0.67,1.1,76.6,0,27.50686526,18.5,Female,0
25,25,0.64,1.2,50.2,0.04,22.4641571,29.5,Male,0
24.8,25,0.7,1.4,68.1,0.59,25.30617306,38.1,Male,1
26.3,35,0.68,1.1,58.4,0.07,23.51020408,30.8,Male,0
24.5,45,0.74,1.1,52.6,0.04,24.31412397,30.9,Male,0
18.8,45,1.74,1.1,39.2,0.01,19.34996221,8.5,Female,-1
30.3,55,0.73,1.1,71.2,0.38,23.72453724,29.5,Male,0
23.6,45,0.74,1.4,51.3,0.06,23.75521842,30.9,Male,0
21.7,25,0.52,1.1,78.8,0,23.4375,18.5,Female,0
25.9,25,0.95,1.1,42,0.11,23.828125,15.5,Female,1
23.7,45,0.79,1.1,27.6,0.12,23.84620154,21.3,Male,-1
16.4,35,1.83,1.3,21.8,0.02,20.17755515,8.5,Male,0
29.7,55,0.75,1.4,76.6,0.3,25.89060219,29.5,Male,-0.5
28.9,45,0.52,1,80.9,0.71,23.31670573,29.5,Male,0
17.1,45,1.75,1.1,53.5,0.02,22.94408888,15.5,Male,0
25.4,25,0.7,1.3,50.7,0.3,29.10209902,29.5,Male,-2
26,35,0.74,1.4,62.4,0.11,20.23615158,30.8,Female,0
35.5,45,0.48,1.4,34.9,0.41,24.47587266,38.1,Female,3
24.4,45,0.65,1,23.4,0.18,25.71981439,21.3,Male,-1
23.3,35,0.63,1.3,43.6,0.1,25.34158183,30.8,Female,-1
34.5,55,0.62,1.1,48.9,0.36,27.23274465,29.5,Male,2
22,35,1.31,1.7,46.4,0.03,22.0721003,15.5,Male,0
37.2,45,0.57,1,34.4,0.23,28.15578543,29.5,Female,3
26.6,45,0.68,1.1,44.7,0.1,27.88171257,29.5,Male,0
27.7,25,0.99,1.4,44.5,0.11,23.4375,29.9,Female,0
20.4,55,0.86,1.2,82,0.04,18.9796298,18.5,Male,0
29.5,25,0.67,1.1,76,0.62,20,38.1,Female,1
29.6,45,0.61,1.1,78.8,1.84,20.0220657,29.5,Male,1
20.2,55,0.93,1.4,83.9,0.08,19.34996221,18.5,Female,-1
34,25,0.42,1.1,48.4,0.34,25,38.1,Female,2
23.3,25,0.7,1.1,68.6,0.17,21.82204511,38.1,Male,0
24.1,35,0.64,1.2,45.2,0.13,36.5920511,21.3,Male,-2
24.5,25,0.6,1.1,54.3,0.13,19.53125,29.5,Female,0
25.5,35,0.64,1.3,68.4,0.49,22.69395388,30.8,Male,1
28.2,25,0.81,1.1,68.5,0.28,22.72043837,30.8,Male,-1
27,25,0.64,1.3,45.6,0.07,20.71248176,29.5,Male,-1
24.6,25,0.74,1.3,55.1,0.07,23.33546614,30.9,Male,0
25.8,25,0.91,1.1,46.6,0.05,21.36009706,21.3,Female,-1
21.7,45,0.64,1.1,79.7,0.05,19.93609059,18.5,Male,0
36.6,25,0.4,1.4,43.2,0.37,21.13946319,30.9,Female,3
22.1,55,0.92,1.4,78.1,0.02,20.64809382,18.5,Male,0
29.3,45,0.59,1.3,59.1,0.25,26.47627952,30.8,Male,-1
26.3,55,0.63,1.1,37.5,0.19,26.73144895,18.5,Female,0
25.1,25,0.57,1.1,63.8,0.08,15.06947458,30.8,Female,0
29.5,55,0.7,1.1,58.4,0.2,25.63211647,30.8,Male,1
24.2,25,0.7,1.4,62,0.02,22.45356262,29.5,Male,-1
24.1,35,0.69,1.1,53.1,0.05,29.90413588,30.9,Male,-1
24.4,35,0.96,1.4,43,0.09,27.77777778,15.5,Male,0
26.2,35,0.74,1.8,61.2,0.04,24.14058673,30.8,Male,1
31.3,55,0.66,1.1,72.4,0.63,28.36744235,30.9,Male,0
18.9,45,1.32,1.1,59.1,0.05,22.77897657,15.5,Male,-1
26,25,0.64,1.3,64.5,0.71,21.5102471,38.1,Male,0
25.7,55,0.69,1.1,45.3,0.04,21.40289781,18.5,Male,0
25.3,35,1,1.1,37.3,0.1,22.37874298,15.5,Male,0
27.9,45,0.87,1.3,69.8,0.52,27.54820937,30.8,Female,-1
27,25,0.71,1.3,43.7,0.01,19.58008897,29.9,Female,0
24.7,35,1.04,1.1,44.4,0.05,27.68541615,15.5,Male,1
26.5,25,0.68,1.6,60.2,0.19,19.2898608,30.8,Female,3
22.7,25,0.55,1.2,52.5,0.2,23.99402733,21.3,Male,-1.2
25.3,25,0.64,1.4,74.3,0.26,23.47414599,38.1,Male,0
23.1,45,0.59,1.1,75.6,0.02,27.41244646,18.5,Female,-1
22.6,45,0.7,1.4,76,0,20.71248176,18.5,Male,0
24.3,25,0.7,1.1,23.6,0.22,21.36009706,21.3,Male,1
27.6,25,0.57,1.1,60.7,0.08,21.71609868,30.8,Female,1
18.7,55,1.47,1.6,52.2,0.01,26.20307382,15.5,Female,-1
26,55,0.67,1.4,52.8,0.07,25.35154137,18.5,Male,0
19,45,1.23,1.4,49,0.05,24.18745276,15.5,Female,0
23.3,35,0.74,1.3,51.4,0.07,22.41990936,30.9,Male,0
25.5,35,0.57,1.4,38.1,0.07,16.79170025,18.5,Female,0
24.7,35,1.1,1.6,26.2,0.03,21.76870748,21.3,Male,1
26.6,25,0.74,1.3,45.2,0.06,37.24840849,29.5,Male,0
28.2,25,0.64,1.6,56.9,0.26,24.57786715,38.1,Male,0
25.3,25,0.7,1.2,54.1,0.06,24.85836513,29.5,Male,0
24.5,25,0.57,1.1,73.6,0.17,21.36558327,38.1,Female,0
23.5,25,0.64,1.5,65,0.12,25.76298058,38.1,Male,0
28.2,45,0.72,1.1,68.7,0.49,20.96245906,30.8,Female,-1
24.7,55,0.8,1.1,31.5,0.05,32.24993701,21.3,Male,0
24.1,35,1.17,1.3,30.3,0.11,22.76356439,21.3,Male,-0.5
25,35,0.57,1.1,46.1,0.06,26.20307382,30.9,Female,-1
35.6,55,0.49,1.1,44.3,0.78,27.34375,30.9,Male,2
27.8,45,0.78,1.1,59.5,0.47,25.390625,30.9,Male,0
21.2,45,0.83,1.1,78.7,0.02,23.72453724,18.5,Male,0
23.5,25,0.66,1.3,54,0.04,21.93748875,30.9,Female,0
23.4,18,0.86,1.1,75.8,0.04,15.31872008,18.5,Female,0
30,55,0.74,1.3,74.4,0.46,25.15589569,29.5,Male,0
24,25,1.41,1.1,45.7,0.03,21.93748875,15.5,Female,1
20.8,45,0.74,1.1,83.8,0.02,23.14010515,18.5,Male,0
28.2,45,0.7,1.1,44.5,0.28,27.88171257,29.5,Male,-2
27.4,25,0.63,1.4,47.6,0.09,24.20688414,29.9,Male,2
26.6,35,0.71,1.3,44,0.02,20.04632592,29.9,Female,0
22.9,25,0.7,1.6,47.3,0.03,20.29209221,30.8,Male,1
22.5,55,0.64,1.1,76.1,0.01,26.70012133,18.5,Male,0
23.1,25,0.58,1.2,51.5,0.14,20.64809382,21.3,Male,-1
26.1,55,0.49,1.1,66.8,0.12,20.78772746,30.8,Male,0
25.1,25,0.58,1.6,63,0.11,23.27397307,38.1,Male,1
29.8,55,0.78,1.1,59.8,0.12,22.1718317,30.8,Female,0
24.7,25,0.91,1.3,39.8,0.09,20.703125,15.5,Female,1
25.9,25,0.7,1.1,69.1,0.26,16.22477738,30.8,Male,-1
35.8,45,0.55,1.1,45.1,0.35,23.84620154,29.5,Male,2
23.3,35,0.68,1.4,51.4,0.05,21.82204511,30.9,Male,0
25.8,45,1.28,1.1,27.3,0.14,24.99370118,21.3,Male,-1
23.8,25,0.55,1.1,30.8,0.04,17.57235335,21.3,Male,-1
23.6,25,0.68,1.1,42.5,0.08,22.03172568,30.8,Male,-1
26.1,25,0.7,1.5,56.3,0.14,17.22648116,29.5,Male,-0.5
24.3,35,0.68,1.6,55.4,0.07,27.09925101,30.9,Male,0
24.1,35,0.68,1.1,51.6,0.06,27.76812618,30.9,Male,0
20.2,45,1.36,1.1,25.3,0.08,23.47414599,8.5,Male,1
24.9,25,0.58,1.1,76.5,0.53,31.22945431,38.1,Female,-2
22,45,1.62,1.1,30.1,0.09,21.93748875,8.5,Male,2
18.7,35,1.71,1.4,37.5,0.01,20.17566496,8.5,Male,0
25,45,0.55,1.1,45.5,0.01,21.79358524,18.5,Male,1
25.2,35,0.68,1.6,46.6,0.2,27.61664234,29.5,Male,1
29.6,55,0.67,1.4,76.9,0.56,19.4093583,29.5,Male,-0.5
24.3,25,1.01,1.1,27.2,0.06,19.37503875,21.3,Male,0
33.5,45,0.72,1.1,53.9,0.52,25.14644451,29.5,Male,2
24.2,45,0.78,1.3,34.2,0.05,28.73192149,21.3,Male,-1.5
26.8,35,0.49,1.3,48.8,0.06,26.5625,21.3,Male,1
27.5,35,0.46,1.3,63.7,0.06,26.47627952,30.8,Male,1
24.6,25,0.64,1.3,75.2,0.13,31.14186851,38.1,Male,0
26.1,45,0.62,1.1,44,0.02,24.609375,18.5,Female,0
23.6,45,0.84,1.3,63.4,0.04,21.00409544,18.5,Male,1
27.5,45,0.7,1.1,31.7,0.03,22.01187834,18.5,Male,1
26.8,18,0.61,1.4,45.5,0.02,28.48012941,21.3,Male,-2
25.1,25,0.55,1.6,65,0.08,27.41244646,30.8,Female,0
26,45,0.78,1.4,67.3,0.08,24.54171575,30.8,Female,-1
24.3,45,0.93,1.1,31.7,0.03,17.84171263,21.3,Male,-1
24.1,25,0.84,1.1,44.2,0.03,22.77897657,15.5,Male,1
26,35,1.04,1.1,43.2,0.07,30.84630527,15.5,Male,0
25.3,35,0.64,1.3,54,0.11,24.92011324,29.5,Male,1
25.3,35,0.47,1.3,45.3,0.07,25.71981439,21.3,Female,0
27.3,25,0.84,1.1,45.3,0.15,20.71248176,29.9,Male,-1
25.3,35,0.63,1.4,43.7,0.35,24.97227217,30.9,Female,0
25.2,25,0.57,1.1,64.5,0.07,16.93121693,30.8,Female,0
27.5,35,0.64,1.1,41.7,0.04,23.30668005,18.5,Male,1
22,55,0.78,1,77.8,0.02,24.18745276,18.5,Male,0
23.9,35,0.74,1.1,48.6,0.13,19.78186968,30.9,Male,1
29.3,65,0.64,1.1,78.8,1.43,18.14058957,29.5,Male,-1
21.8,35,0.86,1.3,79.2,0.05,19.52483706,18.5,Male,0
18.1,55,1.41,1.1,56.9,0.1,24.16456205,15.5,Female,0
19.3,45,1.71,1.1,51.3,0.04,21.53310145,15.5,Male,-1
16.7,55,2.1,1.3,45.6,0.03,27.61664234,8.5,Male,0
24.5,25,0.7,1.1,65.8,0.04,22.1718317,30.8,Female,0
26.9,25,0.71,1.3,61.9,0.15,23.38120433,30.8,Female,-1
25.1,25,0.63,1.3,66.1,0.52,21.79358524,38.1,Female,0
28.8,35,0.49,1.1,77.4,0.79,24.20811,29.5,Male,0
25.7,35,0.6,1.1,46.5,0.04,31.37798917,21.3,Male,-1
27.8,25,0.69,1.3,47.4,0.02,23.68060292,29.9,Female,0
25.2,45,0.58,1.4,43.9,0.02,27.34375,18.5,Female,0
24.8,55,0.93,1.1,30.1,0.04,27.81557067,21.3,Female,-1
21.6,35,0.7,1.1,81.3,0,20.96245906,18.5,Female,0
23.3,25,0.57,1.3,47.4,0.04,28.21869489,30.9,Female,-2
23.6,25,0.66,1.1,56,0.05,23.68060292,30.9,Female,0
28.7,45,0.57,1.1,65.5,0.3,25.34158183,30.8,Female,0
24.9,45,0.7,1.3,58.2,0.05,28.74567491,18.5,Male,0
27.5,25,0.67,1.3,47.3,0.01,27.34375,29.9,Female,0
27.5,45,0.48,1.1,45.7,0.02,25.390625,18.5,Female,1
21.8,35,1.54,1.1,25.8,0.02,26.70012133,8.5,Male,0
35.2,55,0.65,1.4,35.6,0.39,23.68060292,38.1,Male,3
23.5,45,0.78,1.3,64.5,0.11,24.94679546,18.5,Male,0
26.7,25,0.68,1.4,69.5,0.16,23.37879586,38.1,Male,0
22.6,35,1.04,1.1,45.8,0.07,24.85497811,15.5,Male,0
25.8,25,0.63,1.8,68.7,0.02,27.88761707,38.1,Female,1
21.6,45,1.42,1.3,22.8,0.05,29.02494331,8.5,Male,0
26.1,35,0.73,1.1,61,0.53,23.75521842,38.1,Male,0
26.2,35,0.76,1.1,43.7,0.05,18.1551631,29.9,Female,0
26.1,25,0.86,1.1,63.4,0.12,21.97735112,30.8,Male,0
23.5,35,0.63,1.1,73.9,0.04,24.21875,18.5,Male,0
27.1,35,0.82,1.9,40.6,0.59,25.390625,29.9,Female,0
24.4,25,0.74,1.1,43.9,0.09,22.49134948,30.8,Male,0
25,25,0.53,1.1,44.3,0.44,24.16456205,30.9,Male,0
27.5,25,0.67,1.4,63.1,0.1,26.03749399,38.1,Female,0
24.8,25,0.75,1.2,53.2,0.04,21.36009706,29.9,Female,0
17.6,25,1.25,1.1,56,0.08,22.265625,15.5,Male,-2
24.1,35,0.84,1.5,39.1,0.02,23.91456998,15.5,Male,0
24.9,35,0.71,1.3,78,0.32,26.68394398,38.1,Male,0
24.5,35,0.64,1.1,54.1,0.62,26.41425401,29.9,Male,-1
21.4,55,0.71,1.3,81,0.01,22.69395388,18.5,Male,0
27,25,0.62,1.1,67.5,0.16,29.89321248,38.1,Male,1
24.5,25,0.7,1.1,53.8,0.12,21.93748875,29.5,Male,-1
24.1,35,0.7,1.4,49.6,0.13,27.68541615,30.9,Male,0
26.3,45,0.6,1.1,60.9,0.77,21.93748875,30.9,Female,0
21.6,45,1.59,1.1,26.4,0.01,26.68394398,8.5,Male,0
21.2,45,0.95,1.1,80.7,0.01,23.11247226,18.5,Male,0
21.9,45,0.97,1.1,79.3,0.11,22.57495591,18.5,Male,0
23.2,25,0.57,1.1,44,0.1,19.53125,30.8,Female,-1
23.2,35,1.11,1.6,39.4,0.15,20.32738448,15.5,Male,0
29.5,55,0.56,1.3,79.4,0.6,24.05693475,38.1,Male,0
24.2,35,0.63,1.1,52.7,0.11,22.1718317,30.9,Female,-1
24.4,25,0.7,1.4,47.9,0.03,23.07118013,30.9,Male,-1
30.6,45,0.74,1.2,77.3,0.73,28.48012941,30.9,Male,0
23.5,25,0.57,1.1,47,0.09,24.20811,30.9,Female,0
23.8,55,0.68,1.1,34.1,0.06,20.17755515,21.3,Male,-1
25.2,25,0.74,1.1,67.8,0.08,20.56126561,30.8,Male,0
28.1,25,0.77,1,64.6,0.04,22.77897657,30.8,Male,-1
28.6,65,0.52,1.1,60.7,0.3,23.11247226,30.8,Male,2
18.8,45,1.68,1.4,38.1,0,22.01187834,8.5,Male,0
26.5,45,0.77,1.6,47.2,0.01,27.493446,29.9,Male,0
34,45,0.63,1.1,52.5,0.34,26.171875,38.1,Female,2
22.9,45,0.62,1.1,75.3,0.01,24.18745276,18.5,Female,0
18.6,55,2.03,1.1,22.6,0.04,23.14010515,8.5,Male,-1
20.9,35,1.39,1.1,24.4,0.04,25.83972174,8.5,Male,1
24.5,45,0.68,1.1,30.6,0.06,21.25530497,21.3,Male,-1
31,45,0.77,1.1,71.1,0.31,23.14010515,30.9,Male,1
21.1,55,1.6,1.4,37.3,0.05,19.53125,8.5,Male,0
24.4,35,0.7,1.1,47.7,0.07,24.92011324,30.9,Male,1
23.6,65,0.95,1.1,27.3,0.02,23.14010515,21.3,Male,0
28.8,55,0.63,1.1,61,0.5,24.97227217,30.8,Female,1
25.3,55,0.7,1.1,42.6,0.12,22.31572131,18.5,Male,1
36.4,25,0.84,1.1,45,1.06,21.36009706,30.9,Male,2
36.2,45,0.74,1.1,45.8,1.23,23.72453724,29.5,Male,2
23.7,45,0.56,1.4,61.2,0.01,23.12893796,18.5,Male,-1
25.2,25,0.87,1.1,51.9,0.03,23.828125,29.9,Male,1
26.1,25,0.57,1.1,67.4,0.48,24.18745276,30.8,Female,-1
27.9,45,0.84,1.1,32,0.1,22.77555576,18.5,Male,0
24.7,25,0.81,1.1,53.6,0.04,21.5102471,29.9,Male,1
26.1,35,0.74,1.1,43.5,0.03,21.40289781,18.5,Male,0
30.4,55,0.53,1.1,73.4,1.34,22.4385219,30.9,Male,0
17,35,1.33,1.1,34.7,0.02,26.47627952,8.5,Male,-1
28.1,25,0.9,1.1,46.3,0.17,23.47001488,29.9,Male,1
23.5,35,1.17,1,44.2,0.09,27.6816609,15.5,Male,1
26.4,35,0.49,1.1,55.2,0.05,19.99502278,21.3,Male,0
29.5,45,0.68,1.1,75.8,0.42,21.35930625,29.5,Male,1
29.8,45,0.7,1.4,74.4,1.05,23.45679012,29.5,Male,0
26.4,45,0.78,1.1,47.4,0.07,24.18745276,29.9,Female,-1
17.5,35,1.8,1.1,57.6,0.07,20.80279105,15.5,Male,-1
37.2,45,0.46,1.3,25.4,0.36,24.67351873,29.5,Male,3
28.1,55,0.46,1.1,66.5,0.31,21.97133586,30.8,Male,0
29.3,35,0.52,1.1,80.6,0.32,21.52782083,29.5,Male,0
21.5,45,2.24,1.4,35.4,0.01,25.390625,8.5,Male,0
29.6,55,0.46,1.3,74.9,2.38,26.171875,29.5,Male,0
25.9,45,0.78,1.1,69.3,0.06,24.11115933,30.8,Female,0
34.6,45,0.57,1.1,39.6,0.36,29.70839275,29.5,Female,3
24.1,45,0.73,1,26.6,0.09,26.15230229,21.3,Male,1
27.2,25,0.48,1.1,49.9,0.06,22.65625,29.9,Female,0
24,18,0.59,1.1,50.2,0.13,19.53125,30.9,Female,0
24,25,0.73,1.1,76.8,0.19,23.7332384,38.1,Female,0
27.6,55,0.84,1.1,69.9,0.44,23.30668005,30.8,Male,-1
21.3,35,0.66,1,82.9,0.03,20.04632592,18.5,Female,0
18.2,55,1.88,1.3,59.7,0.04,22.14833292,15.5,Male,-2
20.1,55,1.73,1.1,52.4,0.13,22.57495591,15.5,Male,-2
21.2,45,0.57,1.1,76.8,0.1,24.18745276,18.5,Female,-0.5
29.2,35,0.72,1.4,76,0.41,36.72430634,29.5,Female,-0.5
26.8,45,0.98,1.2,53.4,0,21.45829932,21.3,Male,0
26.7,35,0.74,1.1,45.2,0.1,25.53210601,29.5,Male,1
23.3,55,1.05,1.1,33,0.04,25.63211647,21.3,Male,-1
25.5,25,0.48,1.1,43.9,0.13,20.666708,30.9,Female,0
22.6,35,1.2,1.1,29.4,0.05,27.66018583,8.5,Male,0
26.4,35,0.72,1.3,67.2,0.07,27.66947683,30.8,Female,0
25.5,55,0.64,1.1,57.5,0.34,23.40821008,30.9,Male,0
21.6,45,0.77,1.4,80.9,0,26.34411971,18.5,Male,-1
26.9,45,0.71,1.1,68.1,0.07,26.47627952,30.8,Female,0
31,45,0.74,1.1,34.2,0.26,34.85214071,29.5,Male,0
23.9,35,0.74,1.3,52.5,0.11,26.29656684,30.9,Male,0
27.4,25,0.57,1.1,68.6,0.47,20.29209221,30.8,Female,0
